Código OACI	CIAD	Nome	Município	UF	Município Servido	UF Servido	Latitude	Longitude	LatitudeRaiz	Lat Raiz	Lat 60	Lat 3600	LongitudeRaiz	Lon Raiz	Lon 60	Lon 3600	Altitude	Operação Diurna	Operação Noturna	Designação 1	Comprimento 1	Largura 1	Resistência 1	Superfície 1	Designação 2	Comprimento 2	Largura 2	Resistência 2	Superfície 2	Situação	Validade do Registro	Portaria de Registro	Link Portaria
SSGA	RS0020	Garibaldi	GARIBALDI	Rio Grande do Sul	Garibaldi	Rio Grande do Sul	-29.268333333	-51.532222222	29°16'06.0S"	29.000000000	0.266666667	0.001666667	051°31'56.0W"	51.000000000	0.516666667	0.015555556	680	VFR	Sem Operação	15/33	1200	30	8/F/C/Y/U	Asfalto						Cadastrado	23/06/2030	PA2020-1563	https://pergamum.anac.gov.br/arquivos/PA2020-1563.pdf
SNNE	MG0078	Sebastião Carlos Leite	SÃO JOÃO NEPOMUCENO	Minas Gerais	São João Nepomuceno	Minas Gerais	-21.542222222	-43.021111111	21°32'32.0S"	21.000000000	0.533333333	0.008888889	043°01'16.0W"	43.000000000	0.016666667	0.004444444	403	VFR	Sem Operação	11/29	620	40	3000 Kg / 0.50 MPa	Saibro						Cadastrado	09/04/2030	PA2020-0975	https://pergamum.anac.gov.br/arquivos/PA2020-0975.pdf
SNYE	MA0004	Pinheiro	PINHEIRO	Maranhão	Pinheiro	Maranhão	-2.477500000	-45.105000000	02°28'39.0S"	2.000000000	0.466666667	0.010833333	045°06'18.0W"	45.000000000	0.100000000	0.005000000	20	VFR	Sem Operação	09/27	1740	30	29/F/C/X/T	Asfalto						Interditado	17/03/2030	PA2020-0706	https://pergamum.anac.gov.br/arquivos/PA2020-0706.pdf
SNCT	MG0056	Caratinga	UBAPORANGA	Minas Gerais	Ubaporanga	Minas Gerais	-19.725277778	-42.111111111	19°43'31.0S"	19.000000000	0.716666667	0.008611111	042°06'40.0W"	42.000000000	0.100000000	0.011111111	599	VFR		02/20	1080	23	5000 Kg / 0.50 MPa	Asfalto						Cadastrado	20/12/2026	PA2016-3721	https://pergamum.anac.gov.br/arquivos/PA2016-3721.pdf
SNLO	MG0037	São Lourenço	SÃO LOURENÇO	Minas Gerais	São Lourenço	Minas Gerais	-22.091666667	-45.045277778	22°05'30.0S"	22.000000000	0.083333333	0.008333333	045°02'43.0W"	45.000000000	0.033333333	0.011944444	875	VFR	Sem Operação	05/23	1300	30	14/F/B/X/T	Asfalto						Cadastrado		PD1983-0097	https://pergamum.anac.gov.br/arquivos/PD1983-0097.pdf
SBPF	RS0006	Lauro Kurtz	PASSO FUNDO	Rio Grande do Sul	Passo Fundo	Rio Grande do Sul	-28.245277778	-52.328611111	28°14'43.0S"	28.000000000	0.233333333	0.011944444	052°19'43.0W"	52.000000000	0.316666667	0.011944444	724	VFR / IFR Não Precisão	VFR / IFR Não Precisão	08/26	1700	30	29/F/A/X/T	Asfalto						Cadastrado	05/12/2023	PA2013-3197	https://pergamum.anac.gov.br/arquivos/PA2013-3197.pdf
SSSB	RS0014	São Borja	SÃO BORJA	Rio Grande do Sul	São Borja	Rio Grande do Sul	-28.654722222	-56.034722222	28°39'17.0S"	28.000000000	0.650000000	0.004722222	056°02'05.0W"	56.000000000	0.033333333	0.001388889	80	VFR	Sem Operação	07/25	1500	30	17/F/C/Y/U	Asfalto	14/32	700	18	5700 Kg / 0.50 MPa	Grama	Cadastrado	15/07/2030	PA2020-1754	https://pergamum.anac.gov.br/arquivos/PA2020-1754.pdf
SDFX	BA0054	Casa Nova	CASA NOVA	Bahia	Casa Nova	Bahia	-9.157500000	-40.937500000	09°09'27.0S"	9.000000000	0.150000000	0.007500000	040°56'15.0W"	40.000000000	0.933333333	0.004166667	405	VFR		12/30	1100	20	10/F/B/Y/U	Asfalto						Cadastrado	10/03/2026	PA2016-0532	https://pergamum.anac.gov.br/arquivos/PA2016-0532.pdf
SSRU	RS0034	São Lourenço do Sul	SÃO LOURENÇO DO SUL	Rio Grande do Sul	São Lourenço do Sul	Rio Grande do Sul	-31.384722222	-52.032500000	31°23'05.0S"	31.000000000	0.383333333	0.001388889	052°01'57.0W"	52.000000000	0.016666667	0.015833333	27	VFR	Sem Operação	03/21	1055	18	5700 Kg / 0.50 MPa	Saibro						Cadastrado	23/09/2030	PA2020-2448	https://pergamum.anac.gov.br/arquivos/PA2020-2448.pdf
SSEP	RS0031	São Sepé	SÃO SEPÉ	Rio Grande do Sul	São Sepé	Rio Grande do Sul	-30.182222222	-53.579444444	30°10'56.0S"	30.000000000	0.166666667	0.015555556	053°34'46.0W"	53.000000000	0.566666667	0.012777778	153	VFR	Sem Operação	14/32	1140	18	5700 Kg / 0.62 MPa	Terra						Cadastrado		PD1985-0073COMAR	https://pergamum.anac.gov.br/arquivos/PD1985-0073COMAR.pdf
SSIJ	RS0032	Ijuí	IJUÍ	Rio Grande do Sul	Ijuí	Rio Grande do Sul	-28.368611111	-53.846388889	28°22'07.0S"	28.000000000	0.366666667	0.001944444	053°50'47.0W"	53.000000000	0.833333333	0.013055556	365	VFR	VFR	18/36	1280	23	8/F/C/Y/U	Asfalto						Cadastrado	23/07/2030	PA2020-1835	https://pergamum.anac.gov.br/arquivos/PA2020-1835.pdf
SNIB	BA0045	Itaberaba	ITABERABA	Bahia	Itaberaba	Bahia	-12.499722222	-40.270277778	12°29'59.0S"	12.000000000	0.483333333	0.016388889	040°16'13.0W"	40.000000000	0.266666667	0.003611111	283	VFR		14/32	1100	30	8/F/C/Y/U	Asfalto						Cadastrado	20/04/2028	PA2018-1228	https://pergamum.anac.gov.br/arquivos/PA2018-1228.pdf
SBCR	MS0009	Corumbá Internacional	CORUMBÁ	Mato Grosso do Sul	Corumbá	Mato Grosso do Sul	-19.011944444	-57.671388889	19°00'43.0S"	19.000000000	0.000000000	0.011944444	057°40'17.0W"	57.000000000	0.666666667	0.004722222	141	VFR / IFR Não Precisão	VFR / IFR Não Precisão	09/27	1500	45	71/F/C/X/T	Asfalto						Cadastrado	22/03/2026	PA2016-0668	https://pergamum.anac.gov.br/arquivos/PA2016-0668.pdf
SBSN	PA0002	Maestro Wilson Fonseca	SANTARÉM	Pará	Santarém	Pará	-2.424722222	-54.785833333	02°25'29.0S"	2.000000000	0.416666667	0.008055556	054°47'09.0W"	54.000000000	0.783333333	0.002500000	60	VFR / IFR Não Precisão	VFR / IFR Não Precisão	10/28	2400	45	48/F/A/W/T	Asfalto						Cadastrado	23/09/2030	PA2020-2416	https://pergamum.anac.gov.br/arquivos/PA2020-2416.pdf
SSVI	SC0011	Ângelo Ponzoni	VIDEIRA	Santa Catarina	Videira	Santa Catarina	-26.999722222	-51.141388889	26°59'59.0S"	26.000000000	0.983333333	0.016388889	051°08'29.0W"	51.000000000	0.133333333	0.008055556	840	VFR	Sem Operação	10/28	1400	23	11/F/A/Y/T	Asfalto						Cadastrado	13/12/2028	PA2018-3718	https://pergamum.anac.gov.br/arquivos/PA2018-3718.pdf
SNMK	MG0017	Mocambinho	JAÍBA	Minas Gerais	Jaíba	Minas Gerais	-15.093055556	-43.979166667	15°05'35.0S"	15.000000000	0.083333333	0.009722222	043°58'45.0W"	43.000000000	0.966666667	0.012500000	450	VFR	Sem Operação	11/29	1531	30	14/F/A/Y/T	Asfalto						Cadastrado	20/08/2030	PA2020-2078	https://pergamum.anac.gov.br/arquivos/PA2020-2078.pdf
SNTQ	BA0053	Buritirama	BURITIRAMA	Bahia	Buritirama	Bahia	-10.721666667	-43.653611111	10°43'18.0S"	10.000000000	0.716666667	0.005000000	043°39'13.0W"	43.000000000	0.650000000	0.003611111	499	VFR		11/29	1102	29	5700 Kg / 0.50 MPa	Piçarra						Cadastrado	30/10/2025	PA2015-2911	https://pergamum.anac.gov.br/arquivos/PA2015-2911.pdf
SWCA	AM0007	Carauari	CARAUARI	Amazonas	Carauari	Amazonas	-4.871388889	-66.897500000	04°52'17.0S"	4.000000000	0.866666667	0.004722222	066°53'51.0W"	66.000000000	0.883333333	0.014166667	108	VFR	Sem Operação	04/22	1665	18	12/F/C/Y/T	Asfalto						Cadastrado	06/09/2027	PA2017-3045	https://pergamum.anac.gov.br/arquivos/PA2017-3045.pdf
SDIG	SP0038	Ibitinga	IBITINGA	São Paulo	Ibitinga	São Paulo	-21.747222222	-48.855833333	21°44'50.0S"	21.000000000	0.733333333	0.013888889	048°51'21.0W"	48.000000000	0.850000000	0.005833333	542	VFR	Sem Operação	13/31	1200	18	5600 Kg / 0.50 MPa	Asfalto						Cadastrado	23/04/2030	PA2020-1074	https://pergamum.anac.gov.br/arquivos/PA2020-1074.pdf
SNIT	BA0046	Ibotirama	IBOTIRAMA	Bahia	Ibotirama	Bahia	-12.164444444	-43.225555556	12°09'52.0S"	12.000000000	0.150000000	0.014444444	043°13'32.0W"	43.000000000	0.216666667	0.008888889	422	VFR	Sem Operação	16/34	1100	20	6/F/C/Y/U	Asfalto						Cadastrado	11/01/2029	PA2019-0063	https://pergamum.anac.gov.br/arquivos/PA2019-0063.pdf
SWKC	MT0017	Cáceres	CÁCERES	Mato Grosso	Cáceres	Mato Grosso	-16.042777778	-57.629722222	16°02'34.0S"	16.000000000	0.033333333	0.009444444	057°37'47.0W"	57.000000000	0.616666667	0.013055556	150	VFR	VFR	18/36	1285	17	9/F/C/Y/U	Asfalto						Cadastrado		PD1997-0889	https://pergamum.anac.gov.br/arquivos/PD1997-0889.pdf
SSPI	PR0010	Edu Chaves	PARANAVAÍ	Paraná	Paranavaí	Paraná	-23.090000000	-52.488611111	23°05'24.0S"	23.000000000	0.083333333	0.006666667	052°29'19.0W"	52.000000000	0.483333333	0.005277778	474	VFR	VFR	13/31	1500	30	13/F/C/Y/U	Asfalto						Cadastrado	16/07/2025	PA2015-1832	https://pergamum.anac.gov.br/arquivos/PA2015-1832.pdf
SSLO	PR0031	Attillio Accorsi	LOANDA	Paraná	Loanda	Paraná	-22.917777778	-53.149722222	22°55'04.0S"	22.000000000	0.916666667	0.001111111	053°08'59.0W"	53.000000000	0.133333333	0.016388889	470	VFR	Sem Operação	05/23	1100	23	14/F/C/Y/U	Asfalto						Interditado		PD1980-0013	https://pergamum.anac.gov.br/arquivos/PD1980-0013.pdf
SNWS	CE0005	Crateús	CRATEÚS	Ceará	Crateús	Ceará	-5.211111111	-40.704166667	05°12'40.0S"	5.000000000	0.200000000	0.011111111	040°42'15.0W"	40.000000000	0.700000000	0.004166667	315	VFR	VFR	08/26	1500	30	12/F/C/Y/U	Asfalto						Cadastrado		PD2001-0798	https://pergamum.anac.gov.br/arquivos/PD2001-0798.pdf
SSRF	BA0034	Castro Alves	CASTRO ALVES	Bahia	Castro Alves	Bahia	-12.765833333	-39.451111111	12°45'57.0S"	12.000000000	0.750000000	0.015833333	039°27'04.0W"	39.000000000	0.450000000	0.001111111	261	VFR	Sem Operação	13/31	1300	21	8/F/C/Y/U	Cascalho						Cadastrado	01/03/2028	PA2018-0664	https://pergamum.anac.gov.br/arquivos/PA2018-0664.pdf
SBIC	AM0012	Itacoatiara	ITACOATIARA	Amazonas	Itacoatiara	Amazonas	-3.126388889	-58.481666667	03°07'35.0S"	3.000000000	0.116666667	0.009722222	058°28'54.0W"	58.000000000	0.466666667	0.015000000	43	VFR / IFR Não Precisão		14/32	1515	30	8/F/C/Y/U	Asfalto						Cadastrado	02/08/2028	PA2018-2359	https://pergamum.anac.gov.br/arquivos/PA2018-2359.pdf
SWFR	GO0014	Formosa	FORMOSA	Goiás	Formosa	Goiás	-15.556111111	-47.345277778	15°33'22.0S"	15.000000000	0.550000000	0.006111111	047°20'43.0W"	47.000000000	0.333333333	0.011944444	965	VFR	Sem Operação	05/23	1400	30	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	01/09/2025	PA2015-2307	https://pergamum.anac.gov.br/arquivos/PA2015-2307.pdf
SDJO	SP0057	São Joaquim da Barra	SÃO JOAQUIM DA BARRA	São Paulo	São Joaquim da Barra	São Paulo	-20.593333333	-47.842222222	20°35'36.0S"	20.000000000	0.583333333	0.010000000	047°50'32.0W"	47.000000000	0.833333333	0.008888889	651	VFR	Sem Operação	14/32	1000	30	5600 Kg / 0.50 MPa	Terra						Cadastrado		PD1992-0338	https://pergamum.anac.gov.br/arquivos/PD1992-0338.pdf
SNRX	MA0009	Riachão	RIACHÃO	Maranhão	Riachão	Maranhão	-7.350277778	-46.633888889	07°21'01.0S"	7.000000000	0.350000000	0.000277778	046°38'02.0W"	46.000000000	0.633333333	0.000555556	400	VFR	Sem Operação	12/30	1200	40	6/F/C/Y/U	Terra						Interditado			
SNOX	PA0014	Oriximiná	ORIXIMINÁ	Pará	Oriximiná	Pará	-1.713611111	-55.835833333	01°42'49.0S"	1.000000000	0.700000000	0.013611111	055°50'09.0W"	55.000000000	0.833333333	0.002500000	80	VFR	Sem Operação	17/35	1600	30	27/F/B/X/U	Asfalto						Cadastrado	09/04/2030	PA2020-0969	https://pergamum.anac.gov.br/arquivos/PA2020-0969.pdf
SNSS	MG0029	Salinas	SALINAS	Minas Gerais	Salinas	Minas Gerais	-16.208333333	-42.321944444	16°12'30.0S"	16.000000000	0.200000000	0.008333333	042°19'19.0W"	42.000000000	0.316666667	0.005277778	763	VFR	Sem Operação	18/36	1480	30	8/F/B/Y/T	Asfalto						Cadastrado	11/07/2029	PA2019-2065	https://pergamum.anac.gov.br/arquivos/PA2019-2065.pdf
SDNH	SP0060	Novo Horizonte	NOVO HORIZONTE	São Paulo	Novo Horizonte	São Paulo	-21.497777778	-49.234444444	21°29'52.0S"	21.000000000	0.483333333	0.014444444	049°14'04.0W"	49.000000000	0.233333333	0.001111111	465	VFR	Sem Operação	13/31	1000	20	5700 Kg / 0.50 MPa	Cascalho						Cadastrado	17/06/2026	PA2016-1523	https://pergamum.anac.gov.br/arquivos/PA2016-1523.pdf
SWDM	MT0015	Diamantino	DIAMANTINO	Mato Grosso	Diamantino	Mato Grosso	-14.376944444	-56.400555556	14°22'37.0S"	14.000000000	0.366666667	0.010277778	056°24'02.0W"	56.000000000	0.400000000	0.000555556	450	VFR	Sem Operação	15/33	1480	18	13/F/C/Y/U	Asfalto						Cadastrado		PD1995-0423	https://pergamum.anac.gov.br/arquivos/PD1995-0423.pdf
SSTB	SC0013	Três Barras	TRÊS BARRAS	Santa Catarina	Três Barras	Santa Catarina	-26.132777778	-50.309722222	26°07'58.0S"	26.000000000	0.116666667	0.016111111	050°18'35.0W"	50.000000000	0.300000000	0.009722222	780	VFR		03/21	1370	18	5000 Kg / 0.50 MPa	Asfalto						Cadastrado	13/04/2030	PA2020-0977	https://pergamum.anac.gov.br/arquivos/PA2020-0977.pdf
SSLN	SC0018	Helmuth Baungartem	LONTRAS	Santa Catarina	Lontras	Santa Catarina	-27.159722222	-49.542777778	27°09'35.0S"	27.000000000	0.150000000	0.009722222	049°32'34.0W"	49.000000000	0.533333333	0.009444444	334	VFR	Sem Operação	07/25	1100	23	10/F/C/Y/U	Asfalto						Cadastrado	23/04/2030	PA2020-1081	https://pergamum.anac.gov.br/arquivos/PA2020-1081.pdf
SNSE	BA0056	Sento Sé	SENTO SÉ	Bahia	Sento Sé	Bahia	-9.757500000	-41.855000000	09°45'27.0S"	9.000000000	0.750000000	0.007500000	041°51'18.0W"	41.000000000	0.850000000	0.005000000	398	VFR		15/33	1100	25	10/F/B/Y/U	Cascalho						Cadastrado	28/07/2024	PA2014-1707	https://pergamum.anac.gov.br/arquivos/PA2014-1707.pdf
SNJR	MG0034	Prefeito Octávio de Almeida Neves	SÃO JOÃO DEL REI	Minas Gerais	São João Del Rei	Minas Gerais	-21.085555556	-44.225277778	21°05'08.0S"	21.000000000	0.083333333	0.002222222	044°13'31.0W"	44.000000000	0.216666667	0.008611111	945	VFR	VFR	08/26	1400	30	16/F/B/Y/T	Asfalto						Cadastrado	22/05/2025	PA2015-1205	https://pergamum.anac.gov.br/arquivos/PA2015-1205.pdf
SNMJ	BA0031	Maracás	MARACÁS	Bahia	Maracás	Bahia	-13.386111111	-40.466111111	13°23'10.0S"	13.000000000	0.383333333	0.002777778	040°27'58.0W"	40.000000000	0.450000000	0.016111111	962	VFR		07/25	1300	20	5700 Kg / 0.50 MPa	Asfalto						Cadastrado	16/06/2024	PA2014-1386	https://pergamum.anac.gov.br/arquivos/PA2014-1386.pdf
SDCA	SP0051	Capão Bonito	CAPÃO BONITO	São Paulo	Capão Bonito	São Paulo	-24.033611111	-48.356944444	24°02'01.0S"	24.000000000	0.033333333	0.000277778	048°21'25.0W"	48.000000000	0.350000000	0.006944444	714	VFR	Sem Operação	16/34	1075	20	10/F/C/Y/U	Asfalto						Interditado	07/11/2027	PA2018-2893	https://pergamum.anac.gov.br/arquivos/PA2018-2893.pdf
SBBR	DF0001	Presidente Juscelino Kubitschek	BRASÍLIA	Distrito Federal	Brasília	Distrito Federal	-15.871111111	-47.918611111	15°52'16.0S"	15.000000000	0.866666667	0.004444444	047°55'07.0W"	47.000000000	0.916666667	0.001944444	1066	VFR / IFR - CAT I	VFR / IFR - CAT I	11R/29L	3300	45	68/F/B/W/T	Asfalto	11L/29R	3200	45	76/F/B/X/T	Asfalto	Cadastrado	13/11/2022	PA2012-2422	https://pergamum.anac.gov.br/arquivos/PA2012-2422.pdf
SWTS	MT0012	Tangará da Serra	TANGARÁ DA SERRA	Mato Grosso	Tangará da Serra	Mato Grosso	-14.661944444	-57.443888889	14°39'43.0S"	14.000000000	0.650000000	0.011944444	057°26'38.0W"	57.000000000	0.433333333	0.010555556	449	VFR	Sem Operação	18/36	1500	30	12/F/B/X/T	Asfalto						Cadastrado	23/08/2028	PA2018-2573	https://pergamum.anac.gov.br/arquivos/PA2018-2573.pdf
SBPJ	TO0001	Palmas / Brigadeiro Lysias Rodrigues	PALMAS	Tocantins	Palmas	Tocantins	-10.290000000	-48.357777778	10°17'24.0S"	10.000000000	0.283333333	0.006666667	048°21'28.0W"	48.000000000	0.350000000	0.007777778	236	VFR / IFR Não Precisão	VFR / IFR Não Precisão	14/32	2500	45	48/F/B/X/T	Asfalto						Cadastrado	17/02/2031	PA2021-4223	https://pergamum.anac.gov.br/arquivos/PA2021-4223.pdf
SWPL	MT0027	Posto Leonardo Vilas Boas	GAÚCHA DO NORTE	Mato Grosso	Gaúcha do Norte	Mato Grosso	-12.198333333	-53.381666667	12°11'54.0S"	12.000000000	0.183333333	0.015000000	053°22'54.0W"	53.000000000	0.366666667	0.015000000	330	VFR	Sem Operação	07/25	1000	20	8/F/C/Y/U	Grama						Interditado			
SWYN	AM0023	Apuí	APUÍ	Amazonas	Apuí	Amazonas	-7.172222222	-59.838888889	07°10'20.0S"	7.000000000	0.166666667	0.005555556	059°50'20.0W"	59.000000000	0.833333333	0.005555556	60	VFR		08/26	1200	23	12/F/B/Y/U	Asfalto						Cadastrado	21/07/2030	PA2020-1745	https://pergamum.anac.gov.br/arquivos/PA2020-1745.pdf
SNSG	PE0008	Salgueiro	SALGUEIRO	Pernambuco	Salgueiro	Pernambuco	-8.046666667	-39.133888889	08°02'48.0S"	8.000000000	0.033333333	0.013333333	039°08'02.0W"	39.000000000	0.133333333	0.000555556	469	VFR	Sem Operação	17/35	1300	30	6/F/B/Y/U	Asfalto						Interditado	07/05/2028	PA2018-1374	https://pergamum.anac.gov.br/arquivos/PA2018-1374.pdf
SSGY	PR0023	Guaíra	GUAÍRA	Paraná	Guaíra	Paraná	-24.079722222	-54.188055556	24°04'47.0S"	24.000000000	0.066666667	0.013055556	054°11'17.0W"	54.000000000	0.183333333	0.004722222	271	VFR		07/25	1300	30	13/F/C/Y/U	Asfalto						Cadastrado	12/08/2024	PA2014-1876	https://pergamum.anac.gov.br/arquivos/PA2014-1876.pdf
SNVS	PA0015	Breves	BREVES	Pará	Breves	Pará	-1.636388889	-50.443333333	01°38'11.0S"	1.000000000	0.633333333	0.003055556	050°26'36.0W"	50.000000000	0.433333333	0.010000000	30	VFR		07/25	1600	30	27/F/B/X/T	Asfalto						Cadastrado	28/03/2026	PA2016-0724	https://pergamum.anac.gov.br/arquivos/PA2016-0724.pdf
SSSC	RS0029	Santa Cruz do Sul	SANTA CRUZ DO SUL	Rio Grande do Sul	Santa Cruz do Sul	Rio Grande do Sul	-29.684166667	-52.412222222	29°41'03.0S"	29.000000000	0.683333333	0.000833333	052°24'44.0W"	52.000000000	0.400000000	0.012222222	199	VFR	Sem Operação	08/26	1180	18	8/F/C/Y/U	Asfalto						Cadastrado	17/04/2030	PA2020-1024	https://pergamum.anac.gov.br/arquivos/PA2020-1024.pdf
SWRO	RO0002	Aeroclube de Rondônia	PORTO VELHO	Rondônia	Porto Velho	Rondônia	-8.793611111	-63.858055556	08°47'37.0S"	8.000000000	0.783333333	0.010277778	063°51'29.0W"	63.000000000	0.850000000	0.008055556	113	VFR	Sem Operação	01/19	1300	30	8/F/C/Y/U	Terra						Cadastrado			
SNPC	PI0009	Picos	PICOS	Piauí	Picos	Piauí	-7.065277778	-41.519444444	07°03'55.0S"	7.000000000	0.050000000	0.015277778	041°31'10.0W"	41.000000000	0.516666667	0.002777778	320	VFR	Sem Operação	14/32	1200	24	8/F/C/Y/U	Asfalto						Cadastrado	14/09/2028	PA2018-2847	https://pergamum.anac.gov.br/arquivos/PA2018-2847.pdf
SBDN	SP0005	Presidente Prudente	PRESIDENTE PRUDENTE	São Paulo	Presidente Prudente	São Paulo	-22.178333333	-51.418888889	22°10'42.0S"	22.000000000	0.166666667	0.011666667	051°25'08.0W"	51.000000000	0.416666667	0.002222222	452	VFR / IFR Não Precisão	VFR / IFR Não Precisão	12/30	2100	35	38/F/A/X/T	Asfalto						Cadastrado	09/05/2026	PA2016-1108	https://pergamum.anac.gov.br/arquivos/PA2016-1108.pdf
SBTK	AC0004	Tarauacá	TARAUACÁ	Acre	Tarauacá	Acre	-8.154722222	-70.782777778	08°09'17.0S"	8.000000000	0.150000000	0.004722222	070°46'58.0W"	70.000000000	0.766666667	0.016111111	197	VFR	Sem Operação	14/32	1130	14	5700 Kg / 0.50 MPa	Asfalto						Cadastrado		PA2006-0657	https://pergamum.anac.gov.br/arquivos/PA2006-0657.pdf
SBCD	SC0006	Carlos Alberto da Costa Neves	CAÇADOR	Santa Catarina	Caçador	Santa Catarina	-26.789722222	-50.939722222	26°47'23.0S"	26.000000000	0.783333333	0.006388889	050°56'23.0W"	50.000000000	0.933333333	0.006388889	1029	VFR / IFR Não Precisão	VFR / IFR Não Precisão	02/20	1625	30	25/F/A/X/T	Asfalto						Cadastrado		PA2013-3195	https://pergamum.anac.gov.br/arquivos/PA2013-3195.pdf
SNBI	MA0005	Bacabal	BACABAL	Maranhão	Bacabal	Maranhão	-4.228055556	-44.819722222	04°13'41.0S"	4.000000000	0.216666667	0.011388889	044°49'11.0W"	44.000000000	0.816666667	0.003055556	20	VFR		10/28	1600	30	25/F/A/X/T	Asfalto						Cadastrado	27/02/2028	PA2018-0629	https://pergamum.anac.gov.br/arquivos/PA2018-0629.pdf
SSPM	MS0013	Porto Murtinho	PORTO MURTINHO	Mato Grosso do Sul	Porto Murtinho	Mato Grosso do Sul	-21.712777778	-57.879166667	21°42'46.0S"	21.000000000	0.700000000	0.012777778	057°52'45.0W"	57.000000000	0.866666667	0.012500000	81	VFR		18/36	1300	30	15/F/B/X/T	Asfalto						Cadastrado	18/03/2025	PA2015-0655	https://pergamum.anac.gov.br/arquivos/PA2015-0655.pdf
SWPR	GO0029	Pires do Rio	PIRES DO RIO	Goiás	Pires do Rio	Goiás	-17.318888889	-48.334722222	17°19'08.0S"	17.000000000	0.316666667	0.002222222	048°20'05.0W"	48.000000000	0.333333333	0.001388889	781	VFR		10/28	1080	18	8/F/C/Y/U	Asfalto						Cadastrado	18/09/2024	PA2014-2214	https://pergamum.anac.gov.br/arquivos/PA2014-2214.pdf
SBPR	MG0005	Carlos Prates	BELO HORIZONTE	Minas Gerais	Belo Horizonte	Minas Gerais	-19.909166667	-43.989166667	19°54'33.0S"	19.000000000	0.900000000	0.009166667	043°59'21.0W"	43.000000000	0.983333333	0.005833333	928	VFR	Sem Operação	09/27	868	18	10/F/C/Y/U	Asfalto						Cadastrado	27/10/2024	PA2014-2499	https://pergamum.anac.gov.br/arquivos/PA2014-2499.pdf
SDKF	BA0027	Juazeiro	JUAZEIRO	Bahia	Curaçá	Bahia	-9.155277778	-40.091666667	09°09'19.0S"	9.000000000	0.150000000	0.005277778	040°05'30.0W"	40.000000000	0.083333333	0.008333333	392	VFR	Sem Operação	18/36	1300	22	12/F/B/Y/U	Asfalto						Cadastrado	17/12/2025	PA2015-3337	https://pergamum.anac.gov.br/arquivos/PA2015-3337.pdf
SNQV	MG0044	Curvelo	CURVELO	Minas Gerais	Curvelo	Minas Gerais	-18.749444444	-44.458055556	18°44'58.0S"	18.000000000	0.733333333	0.016111111	044°27'29.0W"	44.000000000	0.450000000	0.008055556	672	VFR	Sem Operação	09/27	1200	23	5000 Kg / 0.50 MPa	Asfalto						Cadastrado	16/10/2018	PA2018-3127	https://pergamum.anac.gov.br/arquivos/PA2018-3127.pdf
SDMH	SP0059	Mirassol	MIRASSOL	São Paulo	Mirassol	São Paulo	-20.807222222	-49.486111111	20°48'26.0S"	20.000000000	0.800000000	0.007222222	049°29'10.0W"	49.000000000	0.483333333	0.002777778	584	VFR	Sem Operação	06/24	1000	30	8/F/C/Y/U	Terra						Interditado		PA2014-3150	https://pergamum.anac.gov.br/arquivos/PA2014-3150.pdf
SBAU	SP0009	Estadual Dario Guarita	ARAÇATUBA	São Paulo	Araçatuba	São Paulo	-21.144166667	-50.426388889	21°08'39.0S"	21.000000000	0.133333333	0.010833333	050°25'35.0W"	50.000000000	0.416666667	0.009722222	415			05/23	2120	35	26/F/A/X/T	Asfalto						Cadastrado		PD1983-0188	https://pergamum.anac.gov.br/arquivos/PD1983-0188.pdf
SDPV	SP0040	Presidente Venceslau	PRESIDENTE VENCESLAU	São Paulo	Presidente Venceslau	São Paulo	-21.893333333	-51.884444444	21°53'36.0S"	21.000000000	0.883333333	0.010000000	051°53'04.0W"	51.000000000	0.883333333	0.001111111	445	VFR	Sem Operação	14/32	1200	30	5700 Kg / 0.50 MPa	Terra						Cadastrado	31/07/2030	PA2020-1924	https://pergamum.anac.gov.br/arquivos/PA2020-1924.pdf
SNPJ	MG0042	Patrocínio	PATROCÍNIO	Minas Gerais	Patrocínio	Minas Gerais	-18.909166667	-46.982777778	18°54'33.0S"	18.000000000	0.900000000	0.009166667	046°58'58.0W"	46.000000000	0.966666667	0.016111111	985	VFR		05/23	1200	30	14/F/B/Y/T	Asfalto						Cadastrado	03/06/2029	PA2019-1662	https://pergamum.anac.gov.br/arquivos/PA2019-1662.pdf
SBIP	MG0007	Usiminas	SANTANA DO PARAÍSO	Minas Gerais	Santana do Paraíso	Minas Gerais	-19.470555556	-42.488055556	19°28'14.0S"	19.000000000	0.466666667	0.003888889	042°29'17.0W"	42.000000000	0.483333333	0.004722222	239	VFR / IFR Não Precisão		05/23	2005	45	33/F/B/X/T	Asfalto						Cadastrado		PD2001-1629	https://pergamum.anac.gov.br/arquivos/PD2001-1629.pdf
SSNH	RS0023	Novo Hamburgo	NOVO HAMBURGO	Rio Grande do Sul	Novo Hamburgo	Rio Grande do Sul	-29.699166667	-51.081944444	29°41'57.0S"	29.000000000	0.683333333	0.015833333	051°04'55.0W"	51.000000000	0.066666667	0.015277778	15	VFR	Sem Operação	02/20	870	30	5700 Kg / 0.50 MPa	Grama						Cadastrado	25/06/2030	PA2020-1592	https://pergamum.anac.gov.br/arquivos/PA2020-1592.pdf
